Response ID,Are you an existing LiveRamp Employee?,What LiveRamp products do you directly use? (select all that apply) - Connect/Activation,What LiveRamp products do you directly use? (select all that apply) - Connect/Measurement,What LiveRamp products do you directly use? (select all that apply) - Advanced TV,What LiveRamp products do you directly use? (select all that apply) - Safe Haven,What LiveRamp products do you directly use? (select all that apply) - Privacy Manager/ATS,What LiveRamp products do you directly use? (select all that apply) - Data Plus Math,What LiveRamp products do you directly use? (select all that apply) - Data Marketplace,What LiveRamp products do you directly use? (select all that apply) - Onboarding,What LiveRamp products do you directly use? (select all that apply) - Data Collaboration Platform / Clean Room,What LiveRamp products do you directly use? (select all that apply) - Identity Resolution,What LiveRamp products do you directly use? (select all that apply) - None. I don't use LiveRamp products directly,Which one of these options best describes your primary role or responsibilities ? - Selected Choice,Which one of these options best describes your primary role or responsibilities ? - Other. Please specify - Text,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - ChatGPT,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - DALL·E,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - MedLM,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - Midjourney,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - Bard,What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - Other (please specify),What generative AI programs have you used or experimented with?(Please select all that apply) - Selected Choice - None.,What generative AI programs have you used or experimented with?(Please select all that apply) - Other (please specify) - Text,How do you envision LiveRamp incorporating AI to better serve our customers' needs? In what ways could AI at LiveRamp contribute to helping customers reach their goals?,Do you agree or disagree that the risks of AI being used in LiveRamp outweigh the potential benefits?,"As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Finding and evaluating partner tools, services, or data that address your business needs and use cases","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Matching identifiers and resolving identities","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Uploading data to LiveRamp and ensuring successful processing of data","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Building an audience/segment according to certain specifications","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Activating data at end-destination platforms and ensuring data was successfully processed/delivered","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Checking, formatting, and preprocessing data for ingestion, activation, or analysis","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Creating & interpreting SQL queries or Python scripts on data for analysis, measurement, complex segment creation, etc.","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Debugging (i.e. platform errors, code)","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Sharing & managing data with partners for collaboration use cases and analysis","As a LiveRamp employee, think through the core tasks users perform on our platform and sort them into the following categories based on what you would want LiveRamp to provide. - Finding answers in Help Documentation","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Finding and evaluating partner tools, services, or data that address your business needs and use cases","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Matching identifiers and resolving identities","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Uploading data to a third party tool and ensuring successful processing of data","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Building an audience/segment according to certain specifications","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Activating data at end-destination platforms and ensuring data was successfully processed/delivered","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Checking, formatting, and preprocessing data for ingestion, activation, or analysis","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Creating & interpreting SQL queries or Python scripts on data for analysis, measurement, complex segment creation, etc.","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Debugging (i.e. platform errors, code)","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Sharing & managing data with partners for collaboration use cases and analysis","Thinking about the marketing & advertising related tasks you perform (whether using LiveRamp or not), please sort each task into the following categories: - Finding answers in Help Documentation",You indicated that you would NOT like LiveRamp to use AI for some tasks please provide more context.,You indicated that you use AI for some tasks. How satisfied or unsatisfied are you with the current AI solution(s) you have employed?,Why are you unsatisfied with your current AI solution(s)?,"You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Privacy and data security","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Accuracy of AI-driven insights","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Ethical considerations in data usage","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Control and configurability over the AI process","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Transparency in and understanding of how an AI outcome was reached","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - The inability of AI systems to capture human complexity","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - Other (please specify):","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Selected Choice - No Concerns","You indicated that you use AI for some tasks. Before using an existing AI solution, what were your top concerns, if you had any? - Other (please specify): - Text","How did your opinion change, if at all, after you started using the AI solution?",You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Technical resource limitations,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Work prioritization,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Privacy / security concerns,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Ethical concerns in data usage,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Potential inaccuracies of AI,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Lack of configurability / control in AI outcomes,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Lack of transparency / explainability in how an AI decision/outcome is made,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - The inability of AI systems to capture human complexity,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - I don't have an option to use AI at work,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Cost,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Selected Choice - Other. Please explain,You indicated that you would like to use AI but are not doing it currently for some tasks. What are the reasons that you are not using AI? (select all that apply) - Other. Please explain - Text,"You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Finding and evaluating partner tools, services, or data that address your business needs and use cases","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Matching identifiers and resolving identities","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Uploading data to a third party tool and ensuring successful processing of data","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Building an audience/segment according to certain specifications","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Activating data at end-destination platforms and ensuring data was successfully processed/delivered","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Checking, formatting, and preprocessing data for ingestion, activation, or analysis","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Creating & interpreting SQL queries or Python scripts on data for analysis, measurement, complex segment creation, etc.","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Debugging (i.e. platform errors, code)","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Sharing & managing data with partners for collaboration use cases and analysis","You indicated that you would like to use AI but are not using it currently for some tasks, please sort them into the following categories. - Finding answers in Help Documentation",How important is it for you that AI is incorporated into LiveRamp's future products?,"How concerned are you, if at all, about the use of AI in LiveRamp's products?",What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Privacy and data security,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Accuracy of AI-driven insights,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Ethical considerations in data usage ,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Transparency in and understanding of how an AI outcome was reached,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Control and configurability over the AI process,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - The inability of AI systems to capture human complexity,What are your top concerns about the use of AI in LiveRamp's products? - Selected Choice - Other (please specify),What are your top concerns about the use of AI in LiveRamp's products? - Other (please specify) - Text,"Provide more details about your concerns. What, if anything, might alleviate these concerns?",Rank the importance of the following for future LiveRamp AI products. - I want to know how AI features work,Rank the importance of the following for future LiveRamp AI products. - I want to know <strong>how</strong> data is used to power AI,Rank the importance of the following for future LiveRamp AI products. - I want to know how data privacy is maintained,Rank the importance of the following for future LiveRamp AI products. - I want to know <strong>what</strong> data is used to power AI,"How concerned are you, if at all, about potential biases in AI algorithms, particularly in the context of customer segmentation or personalized marketing? 



Biases in AI algorithms are the tendencies of the algorithms to produce results that are unfair, inaccurate, or discriminatory toward certain groups of people.",Do you agree or disagree that the benefits of AI being used in LiveRamp outweigh the potential risks?,How comfortable or uncomfortable are you with the idea of AI providing suggestions within customers' LiveRamp accounts to improve their user experience?,How comfortable or uncomfortable are you with the idea of AI making decisions within customers' LiveRamp accounts to improve their user experience?,"Please share any additional thoughts or suggestions regarding data privacy, fairness, transparency, and ethical considerations in AI-powered products."
R_3scfidJ4Nnu2qBg,2,1,,,,,,,,,,,6,,1,,,,,,,,,,,,,,,,,,,,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,,,,1,,1,,,,,,,7,7,7,7,7,7,7,7,7,12,14,,,,,,,,,,1,2,3,4,3,7,11,11,
R_Q3ApLrI0EKoLKqR,2,1,,,,,,1,,,,,1,,1,1,,1,,,,,Have AI set up automatic distributions to certain advertisers. ,,6,6,6,6,6,6,6,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,13,,,,,,,,,,1,2,4,3,3,7,12,10,
R_2an08vtXHx91N8x,2,,,,,,,,,,,1,10,,1,,,,,,,,,,,,,,,,,,,,5,5,5,2,5,2,2,2,5,5,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,7,,5,7,7,,,13,13,,,,,,,,,,4,3,1,2,3,7,13,10,
R_1pyWAZZnjiaAdeY,2,,,,,,,1,,,,,6,,1,,,,,,,,Having an AI chatbot to assist with any questions during data onboarding process,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,,,1,,,,1,,,,,7,7,7,7,7,7,7,7,7,7,13,15,,,,,,,,,,3,2,4,1,4,5,10,11,
R_3pb7ntdGgwubqb4,2,,,,1,,,1,1,,,,5,,1,,,,,,,,,,,,,,,,,,,,2,2,2,1,3,1,5,5,2,3,,11,,1,,,,,1,,,,,,,,,,,,,1,,,,5,5,5,,,,,,5,,12,14,,,,,,,,,,1,2,3,4,3,5,12,10,I'm not well versed in AI nor have the knowledge to know the functions and capabilities that could be provided
R_3D0Birkd5VJWpQr,2,1,,,,,,1,1,,1,,1,,1,,,,,,,,"AI based recommendations for particular products - eg. Data marketplace similar segments recommendations. Data onboarding, ATS4M - lookalike audience creation.",,,,,,,,,,,,2,5,5,2,5,2,2,5,1,2,,,,,,,,,,,,,,1,1,1,1,1,,,,,1,,,7,,,7,,5,5,,,7,13,14,,,,,,,,,,1,3,2,4,3,7,12,10,applicable on the international scale - regulations and standards
R_3IbpSh2umTFGiyp,2,,,1,,,,,,,,1,13,,1,1,,,,,,,,,5,5,6,6,6,6,6,6,6,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,15,,,,,,,,,,,,,,4,8,13,12,
R_11YFIb6AyLduc9Y,2,1,,,,,,1,1,,,,18,,1,1,,,,,,,AI could help with data marketplace discovery. There are hundreds of thousands of segments and asking AI to curate a selection of them in response to a prompt based on marketing objectives could be valuable.,,,,,,,,,,,,2,2,5,2,5,2,2,2,5,2,,,,,,,,,,,,,,1,1,,,1,,,1,1,,,,8,7,,8,,7,8,8,,7,14,12,,1,,1,1,1,,,Good tools for reviewing/approving/modifying the results of AI-assisted work.,1,2,4,3,5,7,13,12,"It's clearly important that AI doesn't end up accidentally causing a whole set of biases that create risk for marketers, given the complex regulations in place that govern how and why marketers can use data to make advertising decisions."
R_25vJQjqa0frvHjt,2,,,1,,,,,,,,,16,Data Analytics,1,,,,,,,,"Autofill when searching for segments
",,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,1,,,,,1,,,,8,8,7,8,8,8,8,7,5,5,13,13,,,,,,,,,,4,3,1,2,5,7,13,10,
R_sRIm3MIEZ4LMmoF,2,1,,,,,,1,1,,,,5,,1,1,,,,,,,More seamless data activation ,,,,,,,,,,,,2,2,2,2,2,2,3,2,2,2,,12,,1,1,,,,1,,,,,,,,,1,1,,,,1,,,7,7,7,7,7,7,,7,7,7,12,13,,,,,,,,,,3,2,1,4,4,6,12,10,"Given the sensitivity of data being shared for onboarding via LiveRamp, it’s paramount that LiveRamp is transparent and thorough with customers on what access AI has to customer data and that the right guardrails are put into place to prevent leakages."
R_pimQWOEeuvFg5bj,2,,,,,,,1,,,,,10,,1,1,,,,,,,Something like ChatGPT where you can describe the context of a CRM list you need and Liveramp can give you the top suggestions.,,,,,,,,,,,,2,2,2,2,1,2,1,1,1,2,,,,,,,,,,,,,,,1,1,,1,1,,1,,,,,8,7,7,8,,7,,,,5,13,12,1,1,,,1,1,,,"Ai can give different outcomes depending on who programs it, that can come into play",4,2,1,3,5,7,13,9,"Ai can be great, but it has to be used in the most un-biased way possible and any change/function it does has to be approved. Ai shouldn't be making ""actual"" decisions, it should only be giving suggestions."
R_31KSUe2KwpheSGH,2,1,,,,,,,,,,,14,,1,,,,,,,,"safely and cautiously integrating only AI capabilities that promote faster ways of working, more effective targeting, and higher marketing ROI",,,,,,,,,,,,2,2,1,2,2,2,2,3,1,3,,12,,1,,1,,1,,,,,,,,,1,,,1,,,1,,,7,7,,8,7,7,7,,,,13,12,1,,,1,1,1,,,more transparency into how the AI is being used,4,2,3,1,4,7,10,10,
R_8ijkTd8qzQEPAs1,2,,,,,,,1,,,,,13,,1,,,,,,,,Determining the best audiences to use for each campaign.,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,8,8,8,8,8,8,8,8,8,8,15,13,,,,,,,,,,1,2,3,4,5,7,13,10,
R_2zw2B1SreKAwV0p,2,1,1,,,,,1,1,,1,,13,,1,,,1,,1,,Google's Bard,"Enhanced Data Management and Targeting:

Predictive modeling: AI could analyze customer data to predict future behavior and interests, allowing LiveRamp to recommend more relevant ad placements and personalize marketing campaigns.
Automated audience segmentation: AI algorithms could automatically identify and segment customer groups based on shared characteristics and behavior, providing more granular targeting options for advertisers.
Real-time data optimization: AI could analyze campaign performance in real-time and suggest adjustments to ensure optimal reach and effectiveness.


Improved Identity Resolution and Privacy:

Privacy-preserving identity linking: AI could develop novel solutions for matching online and offline identities while ensuring data privacy and compliance with regulations like GDPR and CCPA.
Synthetic data generation: AI could generate synthetic customer data sets that mimic real-world demographics and behavior, allowing for testing and refinement of marketing strategies without compromising individual privacy.
Fraud detection and prevention: AI-powered anomaly detection tools could identify and prevent fraudulent activities in ad buying and data sharing, protecting both LiveRamp and its clients.


Streamlined Operations and Efficiency:

Automated data cleaning and preparation: AI could automate the process of cleaning and preparing large data sets, saving time and resources for LiveRamp's engineers.
Predictive maintenance: AI could predict when parts of LiveRamp's infrastructure are likely to fail, allowing for proactive maintenance and reducing downtime.
Personalized customer support: AI chatbots or virtual assistants could answer basic customer queries and provide 24/7 support, freeing up human agents for more complex issues.


Further Exploration of Emerging Technologies:

Blockchain for secure data sharing: AI could be used to develop secure and transparent data sharing mechanisms based on blockchain technology, further enhancing trust and privacy in the data ecosystem.
Voice search and conversational AI: LiveRamp could integrate AI-powered voice assistants and chatbots into its platform to enable voice-based ad buying and campaign management.
The metaverse and immersive advertising: AI could help LiveRamp develop innovative advertising formats and experiences for the metaverse and other immersive virtual environments.
",,,,,,,,,,,,1,2,1,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,,1,,1,1,,1,,1,,,,7,,8,7,8,8,8,7,7,15,12,1,1,,1,,1,,,"ntegrating AI into LiveRamp's operations presents exciting possibilities, but also raises concerns regarding data privacy, security, transparency, and ethics. Algorithmic bias, data ownership uncertainties, and security vulnerabilities demand careful monitoring and mitigation. Complex AI models need to be made understandable and accountable, while users deserve clear control over their data and active consent. Automation through AI necessitates responsible workforce transition strategies, and its marketing applications must avoid social manipulation and discrimination. Compliance with evolving regulations and navigating international data protection laws are crucial to ensure responsible and ethical AI implementation. By addressing these concerns proactively, LiveRamp can harness the power of AI for good and contribute to a beneficial future for the data-driven industry.",1,4,2,3,4,7,11,13,"Data Privacy:

Focus on data minimization: Collect and store only the data necessary for the specific purpose of the AI product.
Prioritize de-identification: When possible, de-identify data to reduce the risk of identifying individuals.
Offer strong user control: Allow users to access, rectify, and delete their data easily.
Implement robust security measures: Secure data with encryption, access controls, and regular security audits.


Fairness:

Identify and mitigate bias: Proactively assess data and algorithms for potential biases based on race, gender, socioeconomic status, etc.
Promote diversity and inclusion: Involve diverse teams in the development and testing of AI products.
Ensure explainability and accountability: Provide users with information about how decisions are made by the AI and offer channels for redress if they feel unfairly treated.
Consider alternative evaluation metrics: Move beyond metrics like accuracy that can perpetuate existing biases and focus on fairness-aware metrics.


Transparency:

Communicate clearly and openly: Explain how the AI works, what data it uses, and how decisions are made.
Make documentation accessible: Provide technical and non-technical documentation that is easy to understand for different audiences.
Involve stakeholders in the development process: Consult with experts, users, and affected communities to ensure transparency and trust.
Implement explainable AI (XAI) techniques: Develop methods to make AI models more interpretable and understandable by humans.


Ethical Considerations:

Align AI with human values: Consider the potential societal impacts of AI products and ensure they align with ethical principles like justice, beneficence, and non-maleficence.
Prevent misuse and manipulation: Address potential risks of AI being used for malicious purposes, such as discrimination, surveillance, or manipulation.
Promote human agency and oversight: Maintain human control over AI systems and avoid over-reliance on automated decision-making.
Engage in ongoing dialogue and debate: Encourage public discussions about the ethical implications of AI and participate in ongoing efforts to develop ethical frameworks for its development and deployment."
R_DdhfGopm1M6WF0d,2,,,,,,,1,,,,,13,,1,,,,,,,,Suggesting audience segments to use for ad targeting and for recommending budgets.,,,,,,,,,,,,1,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,,,,1,,,,,,,,7,5,7,5,5,7,5,7,5,14,13,,,,,,,,,,1,4,2,3,5,5,13,12,Thank you
R_1KW720eqLVnz8CR,2,,,,,,,1,,,,,8,,1,,,,,,,,Asking for a very specific demo and having AI find the right choices.,,,,,,,,,,,,2,2,2,2,1,2,2,1,1,2,,,,,,,,,,,,,,1,,,,1,,1,,,,1,Not a decision maker,7,8,7,8,,7,7,,,7,13,14,,,,,,,,,,2,4,3,1,3,7,10,9,"I enjoy the potential of AI assisting me in providing for my clients, but I do not want AI to interact directly with those clients. Does that help?"
R_RX3OSWcxOvpjvkl,2,1,1,,,,,1,,,,,14,,1,1,,,,1,,Bard,"A smart search function within the data marketplace to help pull together segments that pair well together, segments that either have strong overlap or little overlap, etc",,,,,,,,,,,,1,2,2,2,2,2,5,3,1,3,,12,,,1,,,1,,,,,,1,,,,1,,,1,,,,,,5,5,7,5,7,,,,,14,14,,,,,,,,,,3,2,4,1,4,8,13,12,"I think if LiveRamp is very careful around making sure its future AI products are ethical and fair, our company would gladly welcome new AI tools or functionalities. "
R_2fa3rAkUt6AdVVN,2,1,,,,,,,1,,,,5,,1,,,,,,,,It would be great to use AI to better improve match rates. Can we use it to determine which Mobile IDs are expired or are still in use. Can we use it to determine which emails are still in use or which are spam/bot emails? Would also be great to use it for deduplication within audiences. Can we use it to better understand which email records belong to the same Ramp ID and therefore decrease our records count in our audiences? ,,,,,,,,,,,,2,2,2,3,2,2,3,2,2,2,,12,,1,,,1,1,,,,,,1,,,,,,,,,,,,8,7,7,,5,7,,7,7,5,13,15,,,,,,,,,,3,2,4,1,3,7,12,10,
R_3jThNDwxCaDcKH7,2,,,,,,,1,1,,,,13,,1,,,,,,,,"Use AI to generate similar data segments selected to give a quicker way to choose multiple data segments for an audience. 
Have the user insert what kind of segments/audience they are looking for and have AI generate suggested segments instead of using the search bar to correctly search for a segment. This can be challenging when the exact segment name is not known to the user.",,,,,,,,,,,,5,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,,,,1,1,1,1,1,,,,,8,7,7,7,8,7,8,7,8,13,14,,,,,,,,,,1,3,4,2,2,8,13,11,
R_ABQEmkGiIy76FIR,2,1,,1,,,,1,1,,,,16,Data Activation & Onboarding,,,,,,,1,,,,,,,,,,,,,,2,5,3,2,1,2,5,5,5,2,,13,,1,1,1,1,1,1,,,,,,,,,1,1,1,1,,,,,5,,,7,,7,,,,5,13,13,,,,,,,,,,3,4,2,1,4,7,13,10,"I think AI could be beneficial in many cases, however when it comes to creating something that we, as a publisher, are recommending (segment suggestions, audience creations, etc.) I do feel more comfortable having our own heavy hand in that. Ultimately I am comfortable with AI being involved in the process (to make suggestions, improve user experience, etc.) however I am not comfortable with it making decisions on my behalf."
R_1EbSBhRb6frY1Vv,2,,,,,,,1,1,,,,5,,1,,,,,1,,Bard,"Finding and evaluating tools, ensuring data processing, and learning more about the platform and processes.",,,,,,,,,,,,3,5,2,2,5,2,2,1,1,3,,12,,,1,1,,,,,,,,1,1,,,1,,,1,,,,,,,8,8,,7,7,,,,13,13,,,,,,,,,,1,2,4,3,4,7,12,11,"Just to have everything clearly explained, preferably in writing."
R_p0kDVSLtVKSHepP,2,1,,,,,,1,,,,,5,,1,,,,,,,,I am not sure how to incorporate AI in consumer data but perhaps in use via searching in LiveRamp. ,,,,,,,,,,,,2,2,1,2,1,1,5,2,1,2,,,,,,,,,,,,,,,,,,1,,,1,,,,,7,7,,7,,,,7,,7,14,12,,1,,,,,,,I think it comes with use & time only. ,3,1,2,4,2,6,12,9,These are big issue that need a lot of attention and need to be fully monitored as we start to incorporate more AI in general. 
R_1ikuFqglbaXg01o,2,1,,,,,,1,1,,1,,13,,1,,,,,,,,"It's a great idea to implement AI at LiveRamp, as it can help reduce the number of support tickets. Customers would be able to resolve basic questions and queries using AI, eliminating the need to raise a ticket and wait for support. This would be especially beneficial during holidays when immediate assistance may be required. Additionally, with a vast knowledge base, AI can provide customers with specific information quickly, saving them time from sifting through numerous articles.",,,,,,,,,,,,2,2,2,2,2,2,5,2,2,2,,,,,,,,,,,,,,,,,,,,,,1,,1,I would like to implement AI for these tasks in LiveRamp.,8,8,7,8,8,8,,8,8,8,15,14,,,,,,,,,,1,4,2,3,2,7,13,13,"it's crucial to prioritize data privacy, fairness, transparency, and ethical considerations in AI-powered products.

Implement robust data protection measures, ensuring that user data is handled with the utmost care.
Clearly communicate data usage policies to users and obtain explicit consent.
Conduct ongoing audits to identify and address any biases that may emerge over time.
Provide clear and understandable explanations of how AI systems make decisions.
Disclose the limitations and potential biases of AI models to users.
Offer users control over their data and the ability to opt in or out of specific AI features.
Provide accessible channels for users to raise concerns or seek clarification.
Regularly update security protocols to stay ahead of evolving threats.
Establish mechanisms for continuous monitoring of AI systems' performance and impact.
"
R_yxTiN70e1qGofTj,2,1,,,,,,,,,,,5,,1,,,,,,,,,,,,,,,,,,,,2,2,2,1,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,1,,,,,,,,7,7,7,,7,7,7,7,7,7,15,11,1,1,,,,,,,security ,4,3,1,2,3,7,12,12,I like AI but humans should ultimately source the final answer in case error or bias  
R_3nkHNm5h2b2dsAe,2,1,,,,,,1,1,,,,10,,,,,,,,1,,,,,,,,,,,,,,2,2,1,1,1,1,2,2,1,2,,,,,,,,,,,,,,1,1,1,,1,1,1,,,1,,,5,5,,,,,5,7,,7,13,14,,,,,,,,,,4,3,1,2,5,6,10,12,
R_1dGCjtrUnDK1EdN,2,,,1,,,,,,,,,13,,,,,,,,1,,,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,14,,,,,,,,,,1,2,3,4,2,6,11,11,
R_3CVgcVGf2cufWPh,2,,,,,,,1,,,,,5,,1,,,,,,,,Audience alignment,,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,,,,,,,,,,,1,Live campaigns aren't leveraging LR segments therefore don't have the opportunity to tap into AI,8,8,8,8,7,5,5,5,7,5,13,14,,,,,,,,,,1,3,4,2,4,6,13,12,N/A - Excited to see AI within LR
R_1FfWr568FUsjhyh,2,1,,,,,,1,1,,,,14,,,,,,,,1,,Don't incorporate it.,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,11,1,1,1,1,,1,,,"More legal barriers might help me, as well as an insurance that no one would be losing out on jobs to AI.",4,1,2,3,5,4,10,9,"I think as a society we're headed down a dangerous road where we're considering the ease awarded us by AI before we have a larger conversation about how AI affects us on an individual and societal level. Easier work is great, but at what cost?"
R_3M3gjf6WDakmJG1,2,1,,,,,,1,1,,,,5,,1,,,,,,,,"Not sure, perhaps we can get some use cases from LR to give us some ideas.",,,,,,,,,,,,2,2,2,2,2,2,2,2,2,2,,,,,,,,,,,,,,1,1,,,,,,,,1,,,7,5,5,8,5,5,7,5,7,5,13,15,,,,,,,,,,1,2,4,3,1,8,12,11,I do not have any.
R_2QKg7nczZ3NUCvv,2,,1,,,,,1,,,,,13,,1,,,,,,,,,,,,,,,,,,,,3,3,3,3,3,3,3,3,3,3,,12,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,1,1,,,,,,,,1,2,3,4,5,8,13,13,
R_31zMbReK02KalvK,2,1,1,,,,,1,,,,,5,,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,13,,,,,,,,,,4,2,1,3,3,6,11,11,
R_25uXgjRSz3B4ejY,2,1,,,,1,,,,,1,,5,,,,,,,,1,,"Based on customer journey mapping and tracking of our ramp ID segments, the AI would learn over time and have insight into the media sources most visited and used by each key segment.  LiveRamp would then recommend using predictive AI how/when/how much to invest to reach them and convert them.  ",,7,7,6,7,6,6,5,5,6,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,15,,,,,,,,,,1,3,4,2,3,7,12,13,"The ideal set up is to always provide the AI option and then the standard brand driven option.  Ideally, the visual set up would show a side by side comparison succinctly recapping what different optimizations the AI platform is recommending compared to what has been past historical actions placed by the brand.  "
